column_name,original_value,dummy_value
campus_id,30033552,fb2e42ed-baa3-4acb-b8c5-e0d41b956d2f
campus_id,30062769,ea9f3aa9-acce-4daa-88de-0c887d6e0149
campus_id,30002929,3cdfec09-9e10-4494-8477-5daca44cabbc
campus_id,30016559,717fc8fa-fd0f-4f6e-88ce-d21ec59dd1aa
campus_id,30021349,8b8ec762-2993-4381-8bbd-cfb1d48357bf
campus_id,30034198,301a2f2a-f29d-4f5e-8c8e-53b01d6189bd
campus_id,30036117,f4f055b4-66c7-41c2-b44d-f6f0ddc82f32
campus_id,30003966,faba3630-10d3-4840-ac8a-eb3f30c444e6
campus_id,30010843,9a7620a2-7b5c-4281-a4cc-739765692260
campus_id,30032258,0d070b53-bf87-42ab-8c2e-18698118b764
campus_id,30240539,04cc3628-f212-4d96-b0cd-5f95800f574d
campus_id,30011574,18db9df2-ba9c-4d54-99fb-6fb52475dbd1
campus_id,30009164,b1872161-29bb-40db-bb48-5471d869cc37
campus_id,30032320,2a1bf2b6-82ad-4fc1-ab9e-a2ae0c6bec66
campus_id,30035435,ca87b6f2-ec6f-4777-8559-ca676ba465b0
campus_id,30016148,0f1a6407-ba96-4c52-ab62-43451a02d140
campus_id,30032498,5005fb57-08d6-437d-b88a-91006311998b
campus_id,30234994,66db9bf9-9203-4255-9149-27f1c2d0a1ec
campus_id,30007662,c449657c-2272-4edc-bbdd-961c9f12bd19
campus_id,30033900,7c6eb17c-c0a7-4b1e-ac6e-0f0c847c2dac
campus_id,30038589,3debc98d-b10f-456f-8a2f-1a981e033974
campus_id,30385131,aebeb35e-5021-4bf7-ae5c-559835b3fe36
campus_id,30004419,7c7926c7-47e5-4870-af40-aefeed622c0f
campus_id,30023699,7852e0a5-6dfe-4734-ab2c-3b6d9496052d
campus_id,30036527,157b1b0c-69ff-41f6-af48-1092fe1a96a8
campus_id,30003347,82fb42f5-bb95-4042-b0ac-b13babac37c5
campus_id,30003897,aa0ca655-0db1-40c2-93b7-c0441ed600ba
campus_id,30000889,5a1fbf8f-71be-47e0-9d4e-71fdf2b0bff0
campus_id,30011631,f777c5dd-6ba5-4dfc-8f93-4bb627c76c39
campus_id,30036928,e8d09eb6-2ede-4386-9f1f-3acd387dec9f
campus_id,30037023,25f2a419-2ac1-44fb-85c0-027d2e3d8934
campus_id,30035501,84e845a4-7800-4c98-aa15-7c62577dca89
campus_id,30035673,f630f4a7-070d-4cc9-9d72-4b0595e22804
campus_id,30042998,27d5cdd1-3da9-46c2-80b3-9f738084b05c
campus_id,30391869,93601cbc-4cd3-4ee3-994a-3298903803eb
campus_id,30000380,1a7990ed-b472-4851-8e1a-891e8b5b917f
campus_id,30003878,024881e2-788b-49e4-90e7-a0364e1b4cc4
campus_id,30033919,e04932d2-1b0b-4414-8b6c-5f211f4dca78
campus_id,30007690,89ca9d09-3706-4e22-ac3c-0e76df2fd794
campus_id,30038448,886ff16d-2dcd-4bbf-999e-2425b75ba518
campus_id,30010102,cda70bef-3238-4412-930f-a33670e5bc3f
campus_id,30023005,fd420cc0-45e9-4649-b46c-9371d8806e00
campus_id,30026364,861b86e4-85cd-4e8a-bc41-a1af4a6c43c3
campus_id,30000248,2255ac24-ab31-4e16-b4cb-9808d4aa7ec2
campus_id,30010404,a05e90cf-d477-4abb-8cc1-5b1fae6febf9
campus_id,30013865,81097dac-d398-4f8e-86de-cdce4d97f556
campus_id,30023844,afb7d3c8-f45f-4319-9f61-eabf2418c362
campus_id,30033651,d429ba50-ba11-4daf-9872-d8f85466e399
campus_id,30034358,c6380b9d-177c-4755-b456-6f2b4b008977
campus_id,30010945,311a9733-0ddd-4f16-a0fb-8f89ff65a3c4
campus_id,30020049,0cf81d13-01d6-4272-a477-09f56d40621f
campus_id,30010372,4bb71b4a-126f-4d15-9b05-292516a047ad
campus_id,30015715,61e5793f-d69c-42b3-898d-be44863f2e59
campus_id,30034344,32e63f9f-b862-41cf-8fae-7f6cea62a487
